DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
06-Jul-2022,274.8,277.95,264.85,267.35,65451,
07-Jul-2022,273,277,271,272.9,25734,
10-Jul-2022,278,300,274.2,292.6,118982,
11-Jul-2022,295,306.95,289,293.2,178250,
12-Jul-2022,292,294,285,287.05,31498,
13-Jul-2022,287,287,280.8,281.95,17571,
14-Jul-2022,283,285,277.3,283.75,10318,
17-Jul-2022,287,287,281.3,284.4,18081,
18-Jul-2022,284.4,288.7,282.1,283.55,13461,
19-Jul-2022,286,289.15,284,286.1,25891,
20-Jul-2022,289,289,284.05,286.45,15304,
21-Jul-2022,288.35,293.8,285,286.15,24137,
24-Jul-2022,286,286,280.4,283.15,10145,
25-Jul-2022,283,283,278.45,279.4,8945,
26-Jul-2022,279,279.85,275.65,278.8,7616,
27-Jul-2022,280,285.45,271.4,274.05,39951,
28-Jul-2022,275,279.15,274.15,278.15,14315,
31-Jul-2022,279.95,284.4,278,283.8,12238,
01-Aug-2022,287.9,290,283.15,284.55,33749,
02-Aug-2022,284.55,285.45,281.1,284.05,12230,
03-Aug-2022,288.25,288.25,279.15,282.75,23667,
04-Aug-2022,282.75,283.8,280.55,281.05,9681,
07-Aug-2022,273.35,279.95,273.35,279.15,11121,
09-Aug-2022,280,280,275.9,278.8,10950,
10-Aug-2022,279,282.9,277.75,280.1,16663,
11-Aug-2022,280,285,279.5,280.95,9670,
15-Aug-2022,286.6,286.6,281,281.85,14435,
16-Aug-2022,285.1,289.9,279.05,281.5,61657,
17-Aug-2022,280.1,286.5,280.05,281.65,35898,
18-Aug-2022,286,290.35,280.05,281.5,39001,
21-Aug-2022,283.9,284.5,275,276,15405,
22-Aug-2022,274,278.05,270.75,277.3,17409,
23-Aug-2022,275,289,275,282.45,40085,
24-Aug-2022,283.1,287.75,281.1,283.3,17272,
25-Aug-2022,283.3,289.75,283,285.1,36998,
28-Aug-2022,280,295,277.7,287.65,36943,
29-Aug-2022,318,345.15,306.35,345.15,240878,
31-Aug-2022,372,377.4,337.1,340.95,445748,
01-Sep-2022,339.8,344.9,329.2,331.8,79833,
04-Sep-2022,339.7,360,334,351.4,108613,
05-Sep-2022,358,364.8,345.3,348.05,70597,
06-Sep-2022,348.05,356,335,354.45,28209,
07-Sep-2022,360,361,348,350.6,33459,
08-Sep-2022,354.45,354.45,345,346.1,19438,
11-Sep-2022,351.25,355,348,352.4,23689,
12-Sep-2022,360,360,353.05,356.85,29750,
13-Sep-2022,360,385.6,352,376.25,251263,
14-Sep-2022,389.9,391.15,375.1,378.8,55937,
15-Sep-2022,387.9,388,357.4,364.2,42681,
18-Sep-2022,365,374.4,356,359.45,63509,
19-Sep-2022,364,364.5,348.8,351.15,24583,
