DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
24-Nov-2021,25885,25916.8,25570,25831.65,621,
25-Nov-2021,25899,25899.85,25054,25185,1359,
28-Nov-2021,25200,25200,23947.85,24900.25,2639,
29-Nov-2021,25245,25245,24600.1,25034.4,2581,
30-Nov-2021,25300,25300,24542.3,24745.3,5676,
01-Dec-2021,24912.7,25134.6,24600,24985.55,2116,
02-Dec-2021,25000.15,25989.9,24957.15,25809.9,2372,
05-Dec-2021,25809.9,26399,24900,26080.1,3203,
06-Dec-2021,26100,26351,26100,26204.25,2204,
07-Dec-2021,26225,26599.4,25510.05,25778.35,3129,
08-Dec-2021,25778.55,25999.9,25200.1,25323.35,1528,
09-Dec-2021,25400,25588,25200,25257.65,626,
12-Dec-2021,25485,25485,24950.4,25104.05,1182,
13-Dec-2021,25070.65,25229.45,24700.05,24777.5,1153,
14-Dec-2021,24935,25440,24595,24668.75,5887,
15-Dec-2021,24750,25041.3,24728.15,24926.6,2818,
16-Dec-2021,25040,25040,24461.55,24536.1,4205,
19-Dec-2021,24401,24515.8,23760,23812.95,5083,
20-Dec-2021,24150.9,24280,23843.55,24181.25,2952,
21-Dec-2021,24260,25100,24110.2,25007.3,2952,
22-Dec-2021,25100,25298.95,24700,24812.25,1576,
23-Dec-2021,24988.7,25525.45,24850,25237.85,4198,
26-Dec-2021,25245,25499,24802.8,24963.4,4206,
27-Dec-2021,24972,25089,24855.6,24969.4,2515,
28-Dec-2021,25148,25163,24700,24950.05,1470,
29-Dec-2021,24950.05,25401.55,24850,25047,4799,
30-Dec-2021,24989,25680,24155.65,25360.8,6627,
02-Jan-2022,25448,25890.3,25358.55,25797.2,4475,
03-Jan-2022,25701,25970,25507.85,25612.45,5996,
04-Jan-2022,25640,25640,25440,25555.65,1128,
05-Jan-2022,25539,25630.95,25395.35,25590.9,4247,
06-Jan-2022,25356,25640,25356,25550.35,3393,
09-Jan-2022,25305,25827.9,25305,25564.55,1480,
10-Jan-2022,25521,25741.9,24834.65,25282.6,1787,
11-Jan-2022,25414.5,25422.1,24978.25,25189.3,2633,
12-Jan-2022,25319,25319,24751.1,25267.6,3078,
13-Jan-2022,25000,25170.4,24882.25,25093.7,2642,
16-Jan-2022,25124.9,25140,24900,25012.3,1740,
17-Jan-2022,25028.15,25400,24905,25215.95,3365,
18-Jan-2022,25298,25298.1,24849.95,25083.55,1806,
19-Jan-2022,25083.55,25100,24904.05,24997.5,1665,
20-Jan-2022,25044.75,25044.75,24451.3,24703.25,1778,
23-Jan-2022,24610,25000,23800,24344.05,3270,
24-Jan-2022,24301,25010,23920.8,24995.35,3356,
26-Jan-2022,24968,24968,23900,24060.65,3198,
27-Jan-2022,24203,24883.95,23932,24407.4,2971,
30-Jan-2022,24600,25000,24153.4,24989.9,5778,
31-Jan-2022,24989.9,25105,24712.25,25019.9,3379,
01-Feb-2022,25174.85,25187.3,24901.1,24982.75,2637,
02-Feb-2022,25221.5,25221.5,24520.8,24868.65,3570,
03-Feb-2022,24620,24806.1,24551.1,24744.3,1695,
06-Feb-2022,24968,24968,24592.15,24794,1664,
07-Feb-2022,24920,26943,22126.65,24669.9,3503,
08-Feb-2022,24948,24948,23990,24083.15,3089,
09-Feb-2022,24001,24347,23656.6,23767.95,2447,
10-Feb-2022,23667.95,23834.95,22601,23061.8,4972,
13-Feb-2022,23055,23055,22457,22585.8,1830,
14-Feb-2022,22557,22843.55,22374.95,22438.85,2142,
15-Feb-2022,22480,22598.85,21901,21966.1,4627,
16-Feb-2022,21966.1,22190,21710.05,22004.5,3378,
17-Feb-2022,22040,22040,21530,21640.45,1548,
20-Feb-2022,21700,22240.85,21500.05,22156.3,3559,
21-Feb-2022,21501,21819,21203.4,21320.45,3253,
22-Feb-2022,21490,21499.95,21030.2,21213.4,2423,
23-Feb-2022,21000,21111.55,20300,20568.2,4518,
24-Feb-2022,20989.95,21500,20796.7,21415.1,2490,
27-Feb-2022,21500,21749.4,20974.25,21208.4,2052,
01-Mar-2022,21480,21480,20730,20923.1,1823,
02-Mar-2022,20905,21234.95,20731.75,21081.3,1066,
03-Mar-2022,20840,21045.35,20215.1,20379.35,5957,
06-Mar-2022,20199.35,20199.35,19600,19925.95,15772,
07-Mar-2022,20099.8,20099.8,19652,19902.05,8537,
08-Mar-2022,20180,20180,19826.55,19953.15,19116,
09-Mar-2022,20570.7,20799.95,19970,20008.5,6149,
10-Mar-2022,20008.5,20098.15,19880.05,19897.4,5390,
13-Mar-2022,19999.95,19999.95,19433.75,19704.95,4640,
14-Mar-2022,19810,20177.75,19451,19562.5,6314,
15-Mar-2022,19650,19809.95,19480,19679.15,20653,
16-Mar-2022,19900,20249.8,19738.75,20026.75,12906,
20-Mar-2022,20210,20239.95,19755.05,19802.9,4324,
21-Mar-2022,19949,20199.8,19600,20040.9,6677,
22-Mar-2022,20198,20799,20130,20250.35,5094,
23-Mar-2022,20210,20324.65,19899.85,19976.8,2642,
24-Mar-2022,19999,20249.95,19770,19845.3,3398,
27-Mar-2022,20169,20169,19500,19521.4,4060,
28-Mar-2022,19600.5,20600,19374.1,19680.35,7450,
29-Mar-2022,19911,19999,19402,19528.65,3066,
30-Mar-2022,19677,19998.9,19510,19697.3,5993,
31-Mar-2022,19710,20425.75,19680,19972.85,4284,
03-Apr-2022,19999,20555,19998.95,20418.25,4761,
04-Apr-2022,20418.25,21638,20418.25,21284.75,6074,
05-Apr-2022,21300,21700,21100.1,21522,3534,
06-Apr-2022,21555,21555,20920,21104.4,2781,
07-Apr-2022,21222,21490,21060,21440.7,1338,
10-Apr-2022,21303,21550,21299.35,21493.95,2125,
11-Apr-2022,21400,21443,21050,21378.4,1948,
12-Apr-2022,21232,21400,21200,21339.95,1099,
17-Apr-2022,21300,21800,20729.85,21598.75,3299,
18-Apr-2022,21699.9,21800,21010,21257.9,4248,
19-Apr-2022,21380,21398.7,20700.2,20813.6,1922,
20-Apr-2022,20767,21398,20767,21209.6,1384,
21-Apr-2022,21001,21324.15,20211.55,20481.35,4562,
24-Apr-2022,20740,20740,20000,20165,2509,
25-Apr-2022,20388,20449.95,19950,20008.6,1700,
26-Apr-2022,20100,20100,19939.6,19968.6,1072,
27-Apr-2022,20090,20344,19900,20016.95,1111,
28-Apr-2022,20190,20250,19831,19964.55,1191,
01-May-2022,19806.6,20101,19600,19831.1,5191,
03-May-2022,19950,19950,18810.25,19150.3,4062,
04-May-2022,19370,19443.95,18505,18545.9,3516,
05-May-2022,18550,18599.95,18100,18449.95,5955,
08-May-2022,18540,18979,17954.95,18735.75,4659,
09-May-2022,18945,18945,18099.95,18106.35,5618,
10-May-2022,18111,18338,17650,17778.6,5971,
11-May-2022,17760,18349.75,17680,17980.25,5251,
12-May-2022,18113.7,18500,17862.7,17988.85,2254,
15-May-2022,18149,18149,17900.2,17975.1,845,
16-May-2022,18150,19300,17788.8,18641.45,3629,
17-May-2022,18880,18880,18340.2,18520.95,4142,
18-May-2022,18250,18250,17940,18000.45,1974,
19-May-2022,18380,18380,17950,17995.95,1854,
22-May-2022,18235,18235,17950,17988.4,1332,
23-May-2022,17988.4,18106.95,17950,17983.45,1615,
24-May-2022,18119,18119,17880,17926.6,1844,
25-May-2022,17995,18003.1,17410,17457.7,11420,
26-May-2022,17690,17799,17273,17563.45,5984,
29-May-2022,19800,20899,19052,19475.05,59624,
30-May-2022,19200,20494.85,19090.55,20193.8,15248,
31-May-2022,20200,21450,20200,21213.8,12117,
01-Jun-2022,21350,21609,20916.05,21357.95,5538,
02-Jun-2022,21600,21786,20771.35,21290.4,6906,
05-Jun-2022,21000,21190,20620,20811.95,3660,
06-Jun-2022,20769,21325,20502.15,21187.35,4068,
07-Jun-2022,21143,21358.4,20725.45,20801.7,2208,
08-Jun-2022,20908.6,20960,20611,20672.5,1177,
09-Jun-2022,20611,20699,20356.55,20484.75,1037,
12-Jun-2022,20424,20424,19800,20337.25,5259,
13-Jun-2022,20062,20337.2,19792.8,19899.05,1136,
14-Jun-2022,20000,20444.85,19773.05,20278.55,2216,
15-Jun-2022,20325,20487,19505.3,19875.35,1454,
16-Jun-2022,19875.35,20158.65,19411,19644.7,8318,
19-Jun-2022,19670,20000,19423.65,19594.2,5330,
20-Jun-2022,19969,20041,19774.7,19987.4,33745,
21-Jun-2022,19900,19900,19634.85,19764.85,54194,
22-Jun-2022,19898.85,20380,19625,20300.3,3103,
23-Jun-2022,20350,20626.7,20078.35,20456.45,22800,
26-Jun-2022,20700,20975,20100,20838.75,20933,
27-Jun-2022,20531,22818.15,20531,22013.05,5840,
28-Jun-2022,22020,22857.9,22015.05,22438.45,12570,
29-Jun-2022,22494,22800,21566.65,21854.05,5861,
30-Jun-2022,21950,21999,21126.05,21905.55,4159,
03-Jul-2022,21906,22450,21906,22222.15,3830,
04-Jul-2022,22499,22501,22223.05,22397.4,2123,
05-Jul-2022,22400,22850,22400,22723,2960,
06-Jul-2022,22723.25,22850,22369.1,22711.3,5170,
07-Jul-2022,22725,23011.25,22521.5,22871.05,3240,
10-Jul-2022,22701,23000,22600.05,22869.75,1564,
11-Jul-2022,22750,23125,22685.35,22938.05,1876,
12-Jul-2022,22951,23212.2,22881,22887.4,2040,
13-Jul-2022,23000,23000,22564.9,22700.25,1945,
14-Jul-2022,22725,22961.05,21510.05,21928.35,7380,
17-Jul-2022,22380,22950,22052,22778.85,2785,
18-Jul-2022,22654.4,23045,22600,22918.5,1822,
19-Jul-2022,23045,23279.95,22510.25,22622.55,2186,
20-Jul-2022,22950,23239.95,22675.15,23031.95,1753,
21-Jul-2022,23000,23188,22850,22990.75,1329,
24-Jul-2022,22990.75,23099.9,22650,22872.2,1227,
25-Jul-2022,22872.2,23046.55,22742.4,22907.9,812,
26-Jul-2022,23080,23600,22050.55,23218.8,4112,
27-Jul-2022,22993.25,23449.25,22801.15,23120.25,1851,
28-Jul-2022,23125,23400,22700,22742.8,2889,
31-Jul-2022,22752,23080,22500,22922.1,3445,
01-Aug-2022,22980,23083.35,22505.55,22771.45,2684,
02-Aug-2022,22890,23015.55,22504.45,22790.1,2103,
03-Aug-2022,22890,23549,22523.25,23464.85,5146,
04-Aug-2022,23500,24100,23110,23702.25,3603,
07-Aug-2022,23702.25,24100,23135,23726.05,2383,
09-Aug-2022,23799,24098.85,22523.05,22750.3,11537,
10-Aug-2022,22950,23385,22511.3,22726.8,4099,
11-Aug-2022,22799,23000,22241.5,22470.05,6132,
15-Aug-2022,22500,22699.95,22222,22401.85,5387,
16-Aug-2022,22500,22500,22050,22380.95,5170,
17-Aug-2022,22350,23300,22200,23257.4,8464,
18-Aug-2022,23450,23450,22710.05,22856.45,2660,
21-Aug-2022,22856.45,22987.9,22300,22361.5,1356,
22-Aug-2022,22400,22500,22300,22374.35,37109,
23-Aug-2022,22501,22751,22208.35,22369.6,3526,
24-Aug-2022,22700,23000,22484.25,22855.75,2575,
25-Aug-2022,23000,23250,23000,23086.5,5702,
28-Aug-2022,22001,23399,22000.05,23221.7,4317,
29-Aug-2022,23255,23499,22930.85,23314.35,6298,
31-Aug-2022,23489,23510.1,22811,22907.4,2172,
01-Sep-2022,22999,23440,22813.7,23076.75,3087,
04-Sep-2022,23229,23386.5,22900,23244.85,1739,
05-Sep-2022,23250.1,23337.65,22920,22985.2,2045,
06-Sep-2022,23069,23100,22600.1,22780.6,16167,
07-Sep-2022,22825,22990,22601,22739.5,1659,
08-Sep-2022,22999.95,22999.95,22656.55,22839.95,1150,
11-Sep-2022,22839.95,22925,22725.05,22806.15,6215,
12-Sep-2022,22949.95,22949.95,22650,22802.15,2061,
13-Sep-2022,22796,22835,22556.95,22811.15,1179,
14-Sep-2022,22875,22976.75,22550.15,22873.45,2483,
15-Sep-2022,22628,24357,22628,23938.1,13621,
18-Sep-2022,24200,24200,22940,23441.9,7648,
19-Sep-2022,23550,24331.75,23449.2,23919.55,4895,
20-Sep-2022,23900,24114.95,22900,22986.65,3352,
21-Sep-2022,23000,23970,22900,23828.25,7067,
22-Sep-2022,23600,23898.95,23100,23713,8135,
25-Sep-2022,23240,23939.85,22620,23743.45,11820,
26-Sep-2022,23775,23907.8,23038.05,23687.7,3691,
27-Sep-2022,23515,23970,23200,23876.65,3850,
28-Sep-2022,23996.05,24225,23280.5,24086.55,4076,
29-Sep-2022,23900,24850,23821.9,24606.3,5968,
02-Oct-2022,24900,24900,23675.05,24295.3,4824,
02-Oct-2022,24606.3,24606.3,24606.3,24606.3,5599,
03-Oct-2022,24400,24960.8,24344.6,24792.5,3383,
05-Oct-2022,24693,25209,24693,25130.7,3704,
06-Oct-2022,25000,25007,24365.05,24464.95,7540,
09-Oct-2022,24305,24595.95,24154.95,24517.65,2048,
10-Oct-2022,24392,24397.95,23479.35,23748.1,7825,
11-Oct-2022,23796,23800,23332,23684,3038,
12-Oct-2022,23552,23588.1,23330,23384.1,3090,
13-Oct-2022,23501.05,23628.45,22825.75,23003.45,1856,
16-Oct-2022,22996,24200,22743.05,23414.1,5166,
17-Oct-2022,23515,23840,23410,23683.6,3461,
18-Oct-2022,23790,23821.3,23400,23469.7,1088,
19-Oct-2022,23598,23598,23066.05,23227.15,2095,
20-Oct-2022,23343.3,23490,22865.1,22954.7,2805,
23-Oct-2022,23298.7,23298.7,23004,23168.2,268,
24-Oct-2022,23196,23323,22811,22922.1,1041,
26-Oct-2022,23171,23248,22506.6,22610.3,1547,
27-Oct-2022,22610.3,23100,22580.3,23040.45,2830,
30-Oct-2022,23112,23321,22985,23288.3,4536,
31-Oct-2022,23288.8,23388,22860,23118.55,2044,
01-Nov-2022,23234.15,23950,23190,23408.75,2781,
02-Nov-2022,23408.75,23500,23000,23071.5,1897,
03-Nov-2022,23178,23358.95,22801,22871.95,1318,
06-Nov-2022,22986.35,23172.1,22291,22400.7,2778,
08-Nov-2022,22840,24163.8,22301,23483.95,27624,
09-Nov-2022,23699.95,23780,23280,23564,5789,
10-Nov-2022,23950,24100,23577.1,23680.85,5242,
13-Nov-2022,23799,24648,23630.2,24483.7,7862,
14-Nov-2022,24650,24900,23844.15,24134.4,6457,
15-Nov-2022,24150,24238.2,23856.1,24014.6,3514,
16-Nov-2022,24000,24170.95,23839.75,24004.75,2679,
17-Nov-2022,24124.8,24349,23957.25,24316.05,3550,
20-Nov-2022,23970,23970,23311,23738.55,4007,
21-Nov-2022,23600,23738.45,23001,23168.15,2662,
22-Nov-2022,23248,23248,22900,22974.45,2450,
23-Nov-2022,22998.95,23200,22900,22929.1,1485,
24-Nov-2022,22900,23187.95,22850,22900.8,7329,
27-Nov-2022,22905,23290.5,22765.05,23239.05,12997,
28-Nov-2022,23239.05,23465.75,23066.3,23399.95,1970,
29-Nov-2022,23390,23559.85,23167,23353.5,1930,
30-Nov-2022,23549,23549,23300,23386.95,2182,
01-Dec-2022,23210.25,23383.85,23000,23149.35,2258,
04-Dec-2022,23165,23237.35,22916.6,23108.35,1739,
05-Dec-2022,23119,23175.15,22974.1,23086.25,1258,
06-Dec-2022,23149,23349.65,22851,22996.55,1918,
07-Dec-2022,23100,23143.4,22852,22909.45,771,
08-Dec-2022,23099,23400,22899.95,23120.3,2013,
11-Dec-2022,23155,23400,22925,23326.4,1469,
12-Dec-2022,23388,23388,23130.05,23279.75,824,
13-Dec-2022,23348,23350,23161,23268.7,899,
14-Dec-2022,23200,23399.95,23200,23331.1,1020,
15-Dec-2022,23400,23493.75,22950,23088.5,2759,
18-Dec-2022,22901,23187.8,22811,23104.55,1514,
19-Dec-2022,23240,23240,22860.05,22917.9,695,
20-Dec-2022,23139,23229,22750,22873.6,6291,
21-Dec-2022,22993,22993,22500,22622.5,4890,
22-Dec-2022,22622.5,23000,22150,22424.25,2355,
25-Dec-2022,22255,22717,22150,22386.8,1406,
26-Dec-2022,22411,22615.75,22252.95,22333.05,1141,
27-Dec-2022,22479,22479,22026.9,22101,1212,
28-Dec-2022,22190,22190,21951.6,22017.3,1490,
29-Dec-2022,22075.05,22188.95,21900,21943.1,760,
01-Jan-2023,22130,22130,21400,21505.7,4561,
02-Jan-2023,21401,21675,21300.45,21602,10545,
03-Jan-2023,21800,22150,21602.05,22050.4,3162,
04-Jan-2023,22090,22400,22007.05,22388,3679,
05-Jan-2023,22388,22589,22164,22294.4,1598,
08-Jan-2023,22375,22843.15,22375,22762.05,2102,
09-Jan-2023,22825,22825,22352,22564.15,2110,
10-Jan-2023,22789.8,22869,22031,22170.85,1563,
11-Jan-2023,22371,22532.8,22085,22335.4,3091,
12-Jan-2023,22335.4,22477.9,22001.85,22396.6,2505,
15-Jan-2023,22305.15,22842.3,22305.15,22514.15,2560,
16-Jan-2023,22514.15,22700,22410,22611.45,1914,
17-Jan-2023,22551.05,22725,22518.05,22629.5,2187,
18-Jan-2023,22630,22800,22500,22753.9,1138,
19-Jan-2023,22753.95,22798.95,22619.15,22707.75,634,
22-Jan-2023,22707.75,22795,22529.95,22756.1,2928,
